case_i,case_j,n,strategy_i,strategy_j,order_i,order_j,reward_mean_all_i,reward_mean_all_j,u2_rank_i,u2_rank_j,peeq_rank_i,peeq_rank_j,surfaceT_rank_i,surfaceT_rank_j,preferred_by_reward_mean,preferred_by_u2,reward_margin,u2_rank_margin,peeq_rank_margin,surfaceT_rank_margin
N24_A04_method_c_u2_first_engineering,N24_A11_graph_pointer_policy_diverse_01,24,N24_A04_method_c_u2_first_engineering,N24_A11_graph_pointer_policy_diverse_01,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",0.9785714285714286,0.647142857142857,1.0,4.0,2.0,8.0,2.0,14.0,i,i,0.33142857142857163,3.0,6.0,12.0
N24_A04_method_c_u2_first_engineering,N24_A12_graph_pointer_policy_diverse_02,24,N24_A04_method_c_u2_first_engineering,N24_A12_graph_pointer_policy_diverse_02,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",0.9785714285714286,0.3242857142857143,1.0,11.0,2.0,9.0,2.0,4.0,i,i,0.6542857142857144,10.0,7.0,2.0
N24_A04_method_c_u2_first_engineering,N24_A13_graph_pointer_policy_anti_odd_even_novelty,24,N24_A04_method_c_u2_first_engineering,N24_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.9785714285714286,0.7428571428571429,1.0,5.0,2.0,5.0,2.0,1.0,i,i,0.23571428571428577,4.0,3.0,1.0
N24_A04_method_c_u2_first_engineering,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A04_method_c_u2_first_engineering,N24_A14_graph_pointer_policy_u2first_proxy,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.9785714285714286,0.55,1.0,8.0,2.0,6.0,2.0,5.0,i,i,0.4285714285714286,7.0,4.0,3.0
N24_A04_method_c_u2_first_engineering,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A04_method_c_u2_first_engineering,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.9785714285714286,0.3771428571428571,1.0,9.0,2.0,11.0,2.0,8.0,i,i,0.6014285714285715,8.0,9.0,6.0
N24_A05_center_out,N24_A06_edge_in_alternating,24,N24_A05_center_out,N24_A06_edge_in_alternating,"[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]","[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]",0.04357142857142858,0.22428571428571425,15.0,10.0,12.0,14.0,13.0,15.0,j,j,0.18071428571428566,5.0,2.0,2.0
N24_A05_center_out,N24_A07_regular_jump_coprime,24,N24_A05_center_out,N24_A07_regular_jump_coprime,"[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]","[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]",0.04357142857142858,0.6285714285714284,15.0,6.0,12.0,7.0,13.0,6.0,j,j,0.5849999999999999,9.0,5.0,7.0
N24_A05_center_out,N24_A08_block_interleaved_quarters,24,N24_A05_center_out,N24_A08_block_interleaved_quarters,"[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]","[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]",0.04357142857142858,0.21714285714285714,15.0,14.0,12.0,3.0,13.0,10.0,j,j,0.17357142857142854,1.0,9.0,3.0
N24_A05_center_out,N24_A09_center_edge_alternating,24,N24_A05_center_out,N24_A09_center_edge_alternating,"[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]","[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]",0.04357142857142858,0.17142857142857149,15.0,13.0,12.0,13.0,13.0,3.0,j,j,0.1278571428571429,2.0,1.0,10.0
N24_A05_center_out,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,24,N24_A05_center_out,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]","[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]",0.04357142857142858,0.8571428571428573,15.0,3.0,12.0,1.0,13.0,7.0,j,j,0.8135714285714287,12.0,11.0,6.0
N24_A05_center_out,N24_A11_graph_pointer_policy_diverse_01,24,N24_A05_center_out,N24_A11_graph_pointer_policy_diverse_01,"[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]","[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",0.04357142857142858,0.647142857142857,15.0,4.0,12.0,8.0,13.0,14.0,j,j,0.6035714285714284,11.0,4.0,1.0
N24_A05_center_out,N24_A12_graph_pointer_policy_diverse_02,24,N24_A05_center_out,N24_A12_graph_pointer_policy_diverse_02,"[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]","[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",0.04357142857142858,0.3242857142857143,15.0,11.0,12.0,9.0,13.0,4.0,j,j,0.2807142857142857,4.0,3.0,9.0
N24_A05_center_out,N24_A13_graph_pointer_policy_anti_odd_even_novelty,24,N24_A05_center_out,N24_A13_graph_pointer_policy_anti_odd_even_novelty,"[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]","[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.04357142857142858,0.7428571428571429,15.0,5.0,12.0,5.0,13.0,1.0,j,j,0.6992857142857143,10.0,7.0,12.0
N24_A05_center_out,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A05_center_out,N24_A14_graph_pointer_policy_u2first_proxy,"[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.04357142857142858,0.55,15.0,8.0,12.0,6.0,13.0,5.0,j,j,0.5064285714285715,7.0,6.0,8.0
N24_A05_center_out,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A05_center_out,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.04357142857142858,0.3771428571428571,15.0,9.0,12.0,11.0,13.0,8.0,j,j,0.3335714285714285,6.0,1.0,5.0
N24_A06_edge_in_alternating,N24_A07_regular_jump_coprime,24,N24_A06_edge_in_alternating,N24_A07_regular_jump_coprime,"[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]","[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]",0.22428571428571425,0.6285714285714284,10.0,6.0,14.0,7.0,15.0,6.0,j,j,0.4042857142857142,4.0,7.0,9.0
N24_A06_edge_in_alternating,N24_A08_block_interleaved_quarters,24,N24_A06_edge_in_alternating,N24_A08_block_interleaved_quarters,"[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]","[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]",0.22428571428571425,0.21714285714285714,10.0,14.0,14.0,3.0,15.0,10.0,i,i,0.0071428571428571175,4.0,11.0,5.0
N24_A06_edge_in_alternating,N24_A09_center_edge_alternating,24,N24_A06_edge_in_alternating,N24_A09_center_edge_alternating,"[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]","[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]",0.22428571428571425,0.17142857142857149,10.0,13.0,14.0,13.0,15.0,3.0,i,i,0.05285714285714277,3.0,1.0,12.0
N24_A06_edge_in_alternating,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,24,N24_A06_edge_in_alternating,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]","[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]",0.22428571428571425,0.8571428571428573,10.0,3.0,14.0,1.0,15.0,7.0,j,j,0.632857142857143,7.0,13.0,8.0
N24_A06_edge_in_alternating,N24_A11_graph_pointer_policy_diverse_01,24,N24_A06_edge_in_alternating,N24_A11_graph_pointer_policy_diverse_01,"[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]","[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",0.22428571428571425,0.647142857142857,10.0,4.0,14.0,8.0,15.0,14.0,j,j,0.42285714285714276,6.0,6.0,1.0
N24_A06_edge_in_alternating,N24_A12_graph_pointer_policy_diverse_02,24,N24_A06_edge_in_alternating,N24_A12_graph_pointer_policy_diverse_02,"[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]","[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",0.22428571428571425,0.3242857142857143,10.0,11.0,14.0,9.0,15.0,4.0,j,i,0.10000000000000003,1.0,5.0,11.0
N24_A06_edge_in_alternating,N24_A13_graph_pointer_policy_anti_odd_even_novelty,24,N24_A06_edge_in_alternating,N24_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]","[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.22428571428571425,0.7428571428571429,10.0,5.0,14.0,5.0,15.0,1.0,j,j,0.5185714285714287,5.0,9.0,14.0
N24_A06_edge_in_alternating,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A06_edge_in_alternating,N24_A14_graph_pointer_policy_u2first_proxy,"[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.22428571428571425,0.55,10.0,8.0,14.0,6.0,15.0,5.0,j,j,0.3257142857142858,2.0,8.0,10.0
N24_A06_edge_in_alternating,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A06_edge_in_alternating,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.22428571428571425,0.3771428571428571,10.0,9.0,14.0,11.0,15.0,8.0,j,j,0.15285714285714286,1.0,3.0,7.0
N24_A07_regular_jump_coprime,N24_A08_block_interleaved_quarters,24,N24_A07_regular_jump_coprime,N24_A08_block_interleaved_quarters,"[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]","[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]",0.6285714285714284,0.21714285714285714,6.0,14.0,7.0,3.0,6.0,10.0,i,i,0.4114285714285713,8.0,4.0,4.0
N24_A07_regular_jump_coprime,N24_A09_center_edge_alternating,24,N24_A07_regular_jump_coprime,N24_A09_center_edge_alternating,"[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]","[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]",0.6285714285714284,0.17142857142857149,6.0,13.0,7.0,13.0,6.0,3.0,i,i,0.45714285714285696,7.0,6.0,3.0
N24_A07_regular_jump_coprime,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,24,N24_A07_regular_jump_coprime,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]","[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]",0.6285714285714284,0.8571428571428573,6.0,3.0,7.0,1.0,6.0,7.0,j,j,0.22857142857142887,3.0,6.0,1.0
N24_A07_regular_jump_coprime,N24_A11_graph_pointer_policy_diverse_01,24,N24_A07_regular_jump_coprime,N24_A11_graph_pointer_policy_diverse_01,"[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]","[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",0.6285714285714284,0.647142857142857,6.0,4.0,7.0,8.0,6.0,14.0,j,j,0.018571428571428572,2.0,1.0,8.0
N24_A07_regular_jump_coprime,N24_A12_graph_pointer_policy_diverse_02,24,N24_A07_regular_jump_coprime,N24_A12_graph_pointer_policy_diverse_02,"[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]","[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",0.6285714285714284,0.3242857142857143,6.0,11.0,7.0,9.0,6.0,4.0,i,i,0.30428571428571416,5.0,2.0,2.0
N24_A07_regular_jump_coprime,N24_A13_graph_pointer_policy_anti_odd_even_novelty,24,N24_A07_regular_jump_coprime,N24_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]","[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.6285714285714284,0.7428571428571429,6.0,5.0,7.0,5.0,6.0,1.0,j,j,0.11428571428571443,1.0,2.0,5.0
N24_A07_regular_jump_coprime,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A07_regular_jump_coprime,N24_A14_graph_pointer_policy_u2first_proxy,"[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.6285714285714284,0.55,6.0,8.0,7.0,6.0,6.0,5.0,i,i,0.0785714285714284,2.0,1.0,1.0
N24_A07_regular_jump_coprime,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A07_regular_jump_coprime,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.6285714285714284,0.3771428571428571,6.0,9.0,7.0,11.0,6.0,8.0,i,i,0.25142857142857133,3.0,4.0,2.0
N24_A08_block_interleaved_quarters,N24_A09_center_edge_alternating,24,N24_A08_block_interleaved_quarters,N24_A09_center_edge_alternating,"[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]","[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]",0.21714285714285714,0.17142857142857149,14.0,13.0,3.0,13.0,10.0,3.0,i,j,0.04571428571428565,1.0,10.0,7.0
N24_A08_block_interleaved_quarters,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,24,N24_A08_block_interleaved_quarters,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]","[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]",0.21714285714285714,0.8571428571428573,14.0,3.0,3.0,1.0,10.0,7.0,j,j,0.6400000000000001,11.0,2.0,3.0
N24_A08_block_interleaved_quarters,N24_A11_graph_pointer_policy_diverse_01,24,N24_A08_block_interleaved_quarters,N24_A11_graph_pointer_policy_diverse_01,"[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]","[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",0.21714285714285714,0.647142857142857,14.0,4.0,3.0,8.0,10.0,14.0,j,j,0.4299999999999999,10.0,5.0,4.0
N24_A08_block_interleaved_quarters,N24_A12_graph_pointer_policy_diverse_02,24,N24_A08_block_interleaved_quarters,N24_A12_graph_pointer_policy_diverse_02,"[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]","[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",0.21714285714285714,0.3242857142857143,14.0,11.0,3.0,9.0,10.0,4.0,j,j,0.10714285714285715,3.0,6.0,6.0
N24_A08_block_interleaved_quarters,N24_A13_graph_pointer_policy_anti_odd_even_novelty,24,N24_A08_block_interleaved_quarters,N24_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]","[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.21714285714285714,0.7428571428571429,14.0,5.0,3.0,5.0,10.0,1.0,j,j,0.5257142857142858,9.0,2.0,9.0
N24_A08_block_interleaved_quarters,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A08_block_interleaved_quarters,N24_A14_graph_pointer_policy_u2first_proxy,"[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.21714285714285714,0.55,14.0,8.0,3.0,6.0,10.0,5.0,j,j,0.3328571428571429,6.0,3.0,5.0
N24_A08_block_interleaved_quarters,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A08_block_interleaved_quarters,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.21714285714285714,0.3771428571428571,14.0,9.0,3.0,11.0,10.0,8.0,j,j,0.15999999999999998,5.0,8.0,2.0
N24_A09_center_edge_alternating,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,24,N24_A09_center_edge_alternating,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]","[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]",0.17142857142857149,0.8571428571428573,13.0,3.0,13.0,1.0,3.0,7.0,j,j,0.6857142857142858,10.0,12.0,4.0
N24_A09_center_edge_alternating,N24_A11_graph_pointer_policy_diverse_01,24,N24_A09_center_edge_alternating,N24_A11_graph_pointer_policy_diverse_01,"[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]","[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",0.17142857142857149,0.647142857142857,13.0,4.0,13.0,8.0,3.0,14.0,j,j,0.47571428571428553,9.0,5.0,11.0
N24_A09_center_edge_alternating,N24_A12_graph_pointer_policy_diverse_02,24,N24_A09_center_edge_alternating,N24_A12_graph_pointer_policy_diverse_02,"[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]","[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",0.17142857142857149,0.3242857142857143,13.0,11.0,13.0,9.0,3.0,4.0,j,j,0.1528571428571428,2.0,4.0,1.0
N24_A09_center_edge_alternating,N24_A13_graph_pointer_policy_anti_odd_even_novelty,24,N24_A09_center_edge_alternating,N24_A13_graph_pointer_policy_anti_odd_even_novelty,"[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]","[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.17142857142857149,0.7428571428571429,13.0,5.0,13.0,5.0,3.0,1.0,j,j,0.5714285714285714,8.0,8.0,2.0
N24_A09_center_edge_alternating,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A09_center_edge_alternating,N24_A14_graph_pointer_policy_u2first_proxy,"[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.17142857142857149,0.55,13.0,8.0,13.0,6.0,3.0,5.0,j,j,0.37857142857142856,5.0,7.0,2.0
N24_A09_center_edge_alternating,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A09_center_edge_alternating,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.17142857142857149,0.3771428571428571,13.0,9.0,13.0,11.0,3.0,8.0,j,j,0.20571428571428563,4.0,2.0,5.0
N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,N24_A11_graph_pointer_policy_diverse_01,24,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,N24_A11_graph_pointer_policy_diverse_01,"[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]","[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",0.8571428571428573,0.647142857142857,3.0,4.0,1.0,8.0,7.0,14.0,i,i,0.2100000000000003,1.0,7.0,7.0
N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,N24_A12_graph_pointer_policy_diverse_02,24,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,N24_A12_graph_pointer_policy_diverse_02,"[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]","[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",0.8571428571428573,0.3242857142857143,3.0,11.0,1.0,9.0,7.0,4.0,i,i,0.532857142857143,8.0,8.0,3.0
N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,N24_A13_graph_pointer_policy_anti_odd_even_novelty,24,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,N24_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]","[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.8571428571428573,0.7428571428571429,3.0,5.0,1.0,5.0,7.0,1.0,i,i,0.11428571428571443,2.0,4.0,6.0
N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,N24_A14_graph_pointer_policy_u2first_proxy,"[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.8571428571428573,0.55,3.0,8.0,1.0,6.0,7.0,5.0,i,i,0.3071428571428573,5.0,5.0,2.0
N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.8571428571428573,0.3771428571428571,3.0,9.0,1.0,11.0,7.0,8.0,i,i,0.4800000000000002,6.0,10.0,1.0
N24_A11_graph_pointer_policy_diverse_01,N24_A12_graph_pointer_policy_diverse_02,24,N24_A11_graph_pointer_policy_diverse_01,N24_A12_graph_pointer_policy_diverse_02,"[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]","[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]",0.647142857142857,0.3242857142857143,4.0,11.0,8.0,9.0,14.0,4.0,i,i,0.32285714285714273,7.0,1.0,10.0
N24_A11_graph_pointer_policy_diverse_01,N24_A13_graph_pointer_policy_anti_odd_even_novelty,24,N24_A11_graph_pointer_policy_diverse_01,N24_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]","[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.647142857142857,0.7428571428571429,4.0,5.0,8.0,5.0,14.0,1.0,j,i,0.09571428571428586,1.0,3.0,13.0
N24_A11_graph_pointer_policy_diverse_01,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A11_graph_pointer_policy_diverse_01,N24_A14_graph_pointer_policy_u2first_proxy,"[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.647142857142857,0.55,4.0,8.0,8.0,6.0,14.0,5.0,i,i,0.09714285714285698,4.0,2.0,9.0
N24_A11_graph_pointer_policy_diverse_01,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A11_graph_pointer_policy_diverse_01,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.647142857142857,0.3771428571428571,4.0,9.0,8.0,11.0,14.0,8.0,i,i,0.2699999999999999,5.0,3.0,6.0
N24_A12_graph_pointer_policy_diverse_02,N24_A13_graph_pointer_policy_anti_odd_even_novelty,24,N24_A12_graph_pointer_policy_diverse_02,N24_A13_graph_pointer_policy_anti_odd_even_novelty,"[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]","[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",0.3242857142857143,0.7428571428571429,11.0,5.0,9.0,5.0,4.0,1.0,j,j,0.4185714285714286,6.0,4.0,3.0
