n,strategy_a,strategy_b,directed_adjacent_pair_overlap,undirected_adjacent_pair_overlap,kendall_tau_normalized_distance,spearman_rank_distance,jump_profile_distance
16,N16_A04_method_c_u2_first_engineering,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.0,0.0,0.35,0.3323529411764706,0.2755555555555556
16,N16_A04_method_c_u2_first_engineering,N16_A11_graph_pointer_policy_diverse_01,0.0,0.06666666666666667,0.5,0.47941176470588237,0.28888888888888886
16,N16_A04_method_c_u2_first_engineering,N16_A12_graph_pointer_policy_diverse_02,0.0,0.06666666666666667,0.575,0.5941176470588235,0.38222222222222224
16,N16_A04_method_c_u2_first_engineering,N16_A13_graph_pointer_policy_anti_odd_even_novelty,0.0,0.0,0.5833333333333334,0.5764705882352941,0.38222222222222224
16,N16_A04_method_c_u2_first_engineering,N16_A14_graph_pointer_policy_u2first_proxy,0.26666666666666666,0.3333333333333333,0.175,0.10294117647058823,0.13333333333333333
16,N16_A04_method_c_u2_first_engineering,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,0.06666666666666667,0.26666666666666666,0.525,0.5088235294117647,0.24444444444444446
16,N16_A05_center_out,N16_A06_edge_in_alternating,0.5333333333333333,0.5333333333333333,0.9333333333333333,0.9882352941176471,0.49777777777777776
16,N16_A05_center_out,N16_A07_regular_jump_coprime,0.06666666666666667,0.13333333333333333,0.5666666666666667,0.5941176470588235,0.28
16,N16_A05_center_out,N16_A08_block_interleaved_quarters,0.0,0.13333333333333333,0.5,0.48823529411764705,0.31555555555555553
16,N16_A05_center_out,N16_A09_center_edge_alternating,0.0,0.06666666666666667,0.43333333333333335,0.4411764705882353,0.3422222222222222
16,N16_A05_center_out,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.2,0.26666666666666666,0.4666666666666667,0.4970588235294118,0.4222222222222223
16,N16_A05_center_out,N16_A11_graph_pointer_policy_diverse_01,0.13333333333333333,0.13333333333333333,0.7166666666666667,0.7897058823529411,0.38222222222222224
16,N16_A05_center_out,N16_A12_graph_pointer_policy_diverse_02,0.9333333333333333,0.9333333333333333,0.325,0.4588235294117647,0.2977777777777778
16,N16_A05_center_out,N16_A13_graph_pointer_policy_anti_odd_even_novelty,0.26666666666666666,0.5333333333333333,0.43333333333333335,0.40588235294117647,0.2977777777777778
16,N16_A05_center_out,N16_A14_graph_pointer_policy_u2first_proxy,0.2,0.2,0.2916666666666667,0.2676470588235294,0.34222222222222226
16,N16_A05_center_out,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,0.26666666666666666,0.3333333333333333,0.325,0.34852941176470587,0.3022222222222222
16,N16_A06_edge_in_alternating,N16_A07_regular_jump_coprime,0.06666666666666667,0.13333333333333333,0.43333333333333335,0.40588235294117647,0.2977777777777778
16,N16_A06_edge_in_alternating,N16_A08_block_interleaved_quarters,0.0,0.13333333333333333,0.5,0.48823529411764705,0.31555555555555553
16,N16_A06_edge_in_alternating,N16_A09_center_edge_alternating,0.0,0.0,0.5,0.5352941176470588,0.2533333333333333
